Unnamed: 0,supply_id,parent_id,priority,start_day,end_date,estdur,device_type,battery_type,d_estdur
1378,H13831968,H13831938,1,15/09/2022,15/10/2022,12,MUDPUMP,POW|JSU|ZSF|NAJ,1.0
1379,H13831973,H13831938,1,15/09/2022,15/10/2022,2,MUDPUMP,ZSF|JSU|POW|NAJ,1.5
1380,H13831978,H13831938,1,15/09/2022,15/10/2022,40,DRAWWORK,NAJ,0.5
1381,H13831983,H13831938,1,15/09/2022,15/10/2022,63,DIESEL,LEK|POW,0.5
1382,H13831988,H13831938,1,15/09/2022,15/10/2022,32,DRAWWORK,POW|LEK|NAJ,1.5
1383,H13831993,H13831938,1,15/09/2022,15/10/2022,22,MUDPUMP,NAJ|ZSF|LEK|JSU,1.0
1384,H13832002,,1,15/09/2022,15/10/2022,30,DIESEL,JSU|NAJ|ZSF|LEK,0.5
1385,H13832004,H13832002,1,15/09/2022,15/10/2022,43,MUDPUMP,NAJ|JSU|LEK,0.5
1386,H13832006,H13832002,1,15/09/2022,15/10/2022,42,MUDPUMP,JSU,1.0
1387,H13832008,H13832002,1,15/09/2022,15/10/2022,18,MUDPUMP,NAJ|ZSF|LEK|JSU,2.0
1388,H13832010,H13832002,1,15/09/2022,15/10/2022,68,GENERATOR,NAJ,1.5
1389,H13832012,,1,15/09/2022,15/10/2022,11,DRAWWORK,JSU|NAJ|ZSF,0.5
1390,H13832014,H13832012,1,15/09/2022,15/10/2022,61,GENERATOR,JSU|NAJ,2.0
1391,H13832016,H13832012,1,15/09/2022,15/10/2022,20,DRILL,ZSF|LEK|POW,0.5
1392,H13832018,,1,15/09/2022,15/10/2022,21,DRILL,POW|LEK,1.0
1393,H13832022,,1,15/09/2022,15/10/2022,28,DIESEL,NAJ|LEK|ZSF|JSU,2.0
1394,H13832033,,1,15/09/2022,15/10/2022,22,GENERATOR,NAJ,2.0
1395,H13832035,H13832033,1,15/09/2022,15/10/2022,18,DRAWWORK,POW|ZSF|JSU,0.5
1396,H13832037,H13832033,1,15/09/2022,15/10/2022,13,GENERATOR,JSU|NAJ|LEK|POW,1.0
1397,H13832039,H13832033,1,15/09/2022,15/10/2022,30,DRILL,LEK|JSU,1.0
1398,H13832041,H13832033,1,15/09/2022,15/10/2022,13,DRAWWORK,ZSF,0.5
1399,H13832043,H13832033,1,15/09/2022,15/10/2022,9,GENERATOR,POW|NAJ|ZSF|JSU,1.0
1400,H13832051,,1,15/09/2022,15/10/2022,23,DIESEL,NAJ|POW|JSU,2.0
1401,H13832055,,1,15/09/2022,15/10/2022,53,DIESEL,ZSF|LEK|NAJ,1.5
1402,P13419616,,2,1/10/2022,30/10/2022,41,DRILL,ZSF|LEK,1.0
1403,P13427720,,1,1/10/2022,30/10/2022,13,MUDPUMP,JSU|ZSF,1.0
1404,P13427722,P13427720,1,1/10/2022,30/10/2022,22,GENERATOR,LEK,1.5
1405,P13427723,P13427720,1,1/10/2022,30/10/2022,42,DRILL,LEK|NAJ|ZSF,0.5
1406,P13429005,,2,1/10/2022,30/10/2022,29,GENERATOR,NAJ|LEK,0.5
1407,P13429131,,2,1/10/2022,30/10/2022,12,DRILL,NAJ,1.0
1408,P13429158,,1,1/10/2022,30/10/2022,12,DRILL,NAJ|POW,0.5
1409,P13437027,,1,1/10/2022,30/10/2022,9,DRILL,ZSF|POW|JSU|NAJ,1.0
1410,P13437327,,3,1/10/2022,30/10/2022,12,DRILL,NAJ|JSU|ZSF,2.0
1411,P13437961,,1,1/10/2022,30/10/2022,10,DRAWWORK,JSU|NAJ|ZSF|LEK,2.0
1412,P13438072,,1,1/10/2022,30/10/2022,10,DRILL,POW|LEK|NAJ,0.5
1413,P13438099,,3,1/10/2022,30/10/2022,23,DRAWWORK,NAJ|LEK|POW,1.0
1414,P13438403,,2,1/10/2022,30/10/2022,40,DRILL,LEK|POW|NAJ,1.0
1415,P13438415,,1,1/10/2022,30/10/2022,42,GENERATOR,LEK|NAJ|POW,0.5
1416,P13438645,,2,1/10/2022,30/10/2022,32,DIESEL,LEK|POW|NAJ,1.0
1417,P13438783,,2,1/10/2022,30/10/2022,11,DIESEL,ZSF|LEK|JSU|POW,1.5
1418,H13832079,,1,1/10/2022,30/10/2022,61,MUDPUMP,LEK|ZSF,0.5
1419,H13832081,,1,1/10/2022,30/10/2022,10,DRAWWORK,ZSF|JSU|LEK,0.5
1420,H13832083,,1,1/10/2022,30/10/2022,42,DRILL,ZSF,1.5
1421,H13832085,,1,1/10/2022,30/10/2022,60,GENERATOR,NAJ|POW|LEK|JSU,1.0
1422,H13832087,H13832085,1,1/10/2022,30/10/2022,31,DRAWWORK,LEK|NAJ,0.5
1423,H13832089,H13832085,1,1/10/2022,30/10/2022,30,DIESEL,NAJ,0.5
1424,H13832091,H13832085,1,1/10/2022,30/10/2022,11,MUDPUMP,NAJ|ZSF|POW|JSU,1.0
1425,H13832093,H13832085,1,1/10/2022,30/10/2022,19,GENERATOR,LEK|JSU|ZSF,2.0
1426,H13832095,H13832085,1,1/10/2022,30/10/2022,11,DIESEL,NAJ|JSU,1.5
1427,H13832097,H13832085,1,1/10/2022,30/10/2022,3,MUDPUMP,NAJ|LEK|POW,0.5
1428,H13832099,H13832085,1,1/10/2022,30/10/2022,53,MUDPUMP,LEK,2.0
1429,H13832101,H13832085,1,1/10/2022,30/10/2022,51,GENERATOR,LEK|NAJ,0.5
1430,H13832103,H13832085,1,1/10/2022,30/10/2022,23,DIESEL,JSU|ZSF|POW,1.0
1431,H13832105,H13832085,1,1/10/2022,30/10/2022,22,DIESEL,LEK|ZSF|NAJ|POW,2.0
1432,H13832107,H13832085,1,1/10/2022,30/10/2022,11,MUDPUMP,ZSF|LEK|JSU,2.0
1433,H13832109,,1,1/10/2022,30/10/2022,12,MUDPUMP,NAJ|POW,0.5
1434,H13832112,H13832109,1,1/10/2022,30/10/2022,22,DIESEL,JSU|POW|ZSF,1.0
1435,H13832115,H13832109,1,1/10/2022,30/10/2022,21,MUDPUMP,JSU|ZSF,1.0
1436,H13832118,H13832109,1,1/10/2022,30/10/2022,11,DRILL,NAJ|LEK,0.5
1437,H13832121,H13832109,1,1/10/2022,30/10/2022,62,MUDPUMP,ZSF,1.0
1438,H13832124,,1,1/10/2022,30/10/2022,33,MUDPUMP,ZSF|NAJ|POW,1.5
1439,H13832130,,1,1/10/2022,30/10/2022,2,MUDPUMP,LEK|ZSF|JSU|NAJ,0.5
1440,H13832132,H13832130,1,1/10/2022,30/10/2022,3,MUDPUMP,NAJ,0.5
1441,H13832134,H13832130,1,1/10/2022,30/10/2022,49,GENERATOR,LEK|ZSF|JSU,1.5
1442,H13832136,H13832130,1,1/10/2022,30/10/2022,11,MUDPUMP,POW|ZSF|NAJ|LEK,1.0
1443,H13832138,H13832130,1,1/10/2022,30/10/2022,62,DRILL,LEK|POW|JSU|NAJ,0.5
1444,H13832140,H13832130,1,1/10/2022,30/10/2022,12,DRAWWORK,LEK|NAJ,0.5
1445,H13832142,H13832130,1,1/10/2022,30/10/2022,13,DRILL,NAJ,1.0
1446,H13832144,H13832130,1,1/10/2022,30/10/2022,20,GENERATOR,ZSF|POW,2.0
1447,H13832146,H13832130,1,1/10/2022,30/10/2022,20,DRAWWORK,LEK,1.5
1448,H13832148,H13832130,1,1/10/2022,30/10/2022,32,DRAWWORK,POW|NAJ|JSU|ZSF,0.5
1449,H13832150,H13832130,1,1/10/2022,30/10/2022,18,MUDPUMP,NAJ|POW|ZSF|LEK,2.0
1450,H13832152,H13832130,1,1/10/2022,30/10/2022,12,DRAWWORK,POW|JSU|LEK,1.0
1451,H13832154,H13832130,1,1/10/2022,30/10/2022,20,DRILL,JSU|POW|LEK|ZSF,2.0
1452,H13832156,H13832130,1,1/10/2022,30/10/2022,28,DRILL,LEK|ZSF,1.5
1453,H13832158,H13832130,1,1/10/2022,30/10/2022,62,DRAWWORK,ZSF|POW,1.0
1454,H13832160,H13832130,1,1/10/2022,30/10/2022,33,DIESEL,JSU,1.0
1455,H13832162,H13832130,1,1/10/2022,30/10/2022,2,DIESEL,ZSF|POW|LEK,1.5
1456,H13832164,H13832130,1,1/10/2022,30/10/2022,22,GENERATOR,POW|LEK|NAJ,0.5
1457,H13832166,H13832130,1,1/10/2022,30/10/2022,22,DRILL,JSU,0.5
1458,H13832168,H13832130,1,1/10/2022,30/10/2022,52,DRAWWORK,ZSF|JSU|LEK|NAJ,1.0
1459,H13832170,H13832130,1,1/10/2022,30/10/2022,12,DRILL,NAJ|ZSF|POW,1.0
1460,H13832172,H13832130,1,1/10/2022,30/10/2022,33,DIESEL,LEK|ZSF|JSU,2.0
1461,H13832174,H13832130,1,1/10/2022,30/10/2022,11,DRILL,POW|JSU,1.5
1462,H13832176,H13832130,1,1/10/2022,30/10/2022,31,DRAWWORK,ZSF,1.0
1463,H13832178,H13832130,1,1/10/2022,30/10/2022,38,DIESEL,JSU|LEK|POW|NAJ,1.0
1464,H13832180,H13832130,1,1/10/2022,30/10/2022,40,GENERATOR,NAJ,1.5
1465,H13832182,H13832130,1,1/10/2022,30/10/2022,39,GENERATOR,NAJ,0.5
1466,H13832184,H13832130,1,1/10/2022,30/10/2022,42,DRAWWORK,POW,0.5
1467,H13832186,H13832130,1,1/10/2022,30/10/2022,21,DIESEL,JSU|POW,1.0
1468,H13832188,H13832130,1,1/10/2022,30/10/2022,31,DRILL,LEK|ZSF|JSU|POW,0.5
1469,H13832190,H13832130,1,1/10/2022,30/10/2022,13,MUDPUMP,POW|LEK|ZSF,1.0
1470,H13832192,H13832130,1,1/10/2022,30/10/2022,60,GENERATOR,LEK|JSU|POW|ZSF,2.0
1471,H13832194,H13832130,1,1/10/2022,30/10/2022,42,DIESEL,NAJ,2.0
1472,H13832196,H13832130,1,1/10/2022,30/10/2022,22,GENERATOR,JSU|POW|ZSF|NAJ,0.5
1473,H13832198,H13832130,1,1/10/2022,30/10/2022,20,DRAWWORK,POW|JSU|LEK,1.0
1474,H13832200,H13832130,1,1/10/2022,30/10/2022,12,DRAWWORK,POW,1.0
1475,H13832202,H13832130,1,1/10/2022,30/10/2022,11,DRAWWORK,NAJ|ZSF|LEK|JSU,0.5
1476,H13832204,,1,1/10/2022,30/10/2022,43,DIESEL,LEK|POW|ZSF,1.0
1477,H13832206,H13832204,1,1/10/2022,30/10/2022,22,DRAWWORK,JSU|NAJ|POW|LEK,1.5
1478,H13832208,H13832204,1,1/10/2022,30/10/2022,23,GENERATOR,ZSF|JSU|LEK,0.5
1479,H13832210,H13832204,1,1/10/2022,30/10/2022,11,DRAWWORK,ZSF,0.5
1480,H13832212,H13832204,1,1/10/2022,30/10/2022,61,MUDPUMP,LEK|POW|NAJ,1.5
1481,H13832214,H13832204,1,1/10/2022,30/10/2022,28,GENERATOR,POW|NAJ,1.0
1482,H13832216,H13832204,1,1/10/2022,30/10/2022,58,MUDPUMP,ZSF,0.5
1483,H13832218,H13832204,1,1/10/2022,30/10/2022,12,MUDPUMP,JSU,0.5
1484,H13832220,H13832204,1,1/10/2022,30/10/2022,29,MUDPUMP,POW|NAJ|ZSF|LEK,1.0
1485,H13832222,H13832204,1,1/10/2022,30/10/2022,2,DIESEL,ZSF,2.0
1486,H13832224,,1,1/10/2022,30/10/2022,12,GENERATOR,NAJ,1.5
1487,H13832226,H13832224,1,1/10/2022,30/10/2022,50,DIESEL,ZSF|POW|LEK,0.5
1488,H13832228,H13832224,1,1/10/2022,30/10/2022,22,DRILL,ZSF|NAJ,2.0
1489,H13832230,H13832224,1,1/10/2022,30/10/2022,32,GENERATOR,JSU|ZSF|NAJ|LEK,0.5
1490,H13832232,H13832224,1,1/10/2022,30/10/2022,22,DIESEL,NAJ,1.0
1491,H13832234,H13832224,1,1/10/2022,30/10/2022,13,DRAWWORK,JSU|POW|NAJ,2.0
1492,H13832236,H13832224,1,1/10/2022,30/10/2022,10,DRILL,ZSF|LEK|POW,2.0
1493,H13832238,H13832224,1,1/10/2022,30/10/2022,59,GENERATOR,LEK|JSU,0.5
1494,H13832240,H13832224,1,1/10/2022,30/10/2022,23,DRAWWORK,ZSF,1.0
1495,H13832242,H13832224,1,1/10/2022,30/10/2022,40,DRAWWORK,POW|LEK,1.0
1496,H13832244,H13832224,1,1/10/2022,30/10/2022,21,GENERATOR,ZSF|POW|NAJ,0.5
1497,H13832246,H13832224,1,1/10/2022,30/10/2022,32,DIESEL,ZSF|JSU|NAJ|LEK,1.0
1498,H13832248,H13832224,1,1/10/2022,30/10/2022,31,GENERATOR,NAJ|JSU|LEK|ZSF,1.5
1499,H13832250,H13832224,1,1/10/2022,30/10/2022,31,MUDPUMP,JSU|NAJ|POW,0.5
1500,H13832252,H13832224,1,1/10/2022,30/10/2022,62,GENERATOR,JSU|LEK|NAJ|POW,0.5
1501,H13832254,H13832224,1,1/10/2022,30/10/2022,12,DRAWWORK,NAJ|JSU|POW,1.5
1502,H13832256,H13832224,1,1/10/2022,30/10/2022,51,MUDPUMP,LEK|POW|JSU,1.0
1503,H13832258,H13832224,1,1/10/2022,30/10/2022,12,DIESEL,JSU|LEK|NAJ|ZSF,0.5
1504,H13832260,H13832224,1,1/10/2022,30/10/2022,50,DRAWWORK,NAJ|ZSF|POW,0.5
1505,H13832262,H13832224,1,1/10/2022,30/10/2022,21,DRILL,ZSF|POW,1.0
1506,H13832264,H13832224,1,1/10/2022,30/10/2022,12,DRAWWORK,LEK|POW|JSU|ZSF,2.0
1507,H13832266,H13832224,1,1/10/2022,30/10/2022,31,DRILL,ZSF|LEK|JSU|POW,1.5
1508,H13832268,H13832224,1,1/10/2022,30/10/2022,48,GENERATOR,LEK|NAJ|JSU,0.5
1509,H13832270,H13832224,1,1/10/2022,30/10/2022,42,MUDPUMP,LEK|JSU,2.0
1510,H13832272,H13832224,1,1/10/2022,30/10/2022,19,GENERATOR,JSU|POW|NAJ,1.0
1511,H13832274,H13832224,1,1/10/2022,30/10/2022,13,MUDPUMP,JSU|ZSF,2.0
1512,H13832276,H13832224,1,15/10/2022,15/11/2022,12,DRILL,LEK|JSU|ZSF|POW,1.5
1513,H13832278,H13832224,1,15/10/2022,15/11/2022,18,DIESEL,ZSF|LEK,1.0
1514,H13832280,H13832224,1,15/10/2022,15/11/2022,12,GENERATOR,LEK|JSU|ZSF,1.0
1515,H13832282,H13832224,1,15/10/2022,15/11/2022,48,DRILL,POW|LEK,1.5
1516,H13832284,H13832224,1,15/10/2022,15/11/2022,68,GENERATOR,NAJ|LEK|ZSF,0.5
1517,H13832286,H13832224,1,15/10/2022,15/11/2022,50,DRILL,ZSF,0.5
1518,H13832288,H13832224,1,15/10/2022,15/11/2022,10,MUDPUMP,LEK,1.0
1519,H13832290,H13832224,1,15/10/2022,15/11/2022,69,MUDPUMP,ZSF|LEK|NAJ,1.5
1520,H13832292,H13832224,1,15/10/2022,15/11/2022,12,GENERATOR,NAJ,0.5
1521,H13832294,H13832224,1,15/10/2022,15/11/2022,51,GENERATOR,ZSF|LEK,0.5
1522,H13832296,H13832224,1,15/10/2022,15/11/2022,19,DRAWWORK,LEK|JSU,1.5
1523,H13832298,H13832224,1,15/10/2022,15/11/2022,61,MUDPUMP,POW|NAJ,1.0
1524,H13832300,H13832224,1,15/10/2022,15/11/2022,12,DIESEL,LEK|JSU|NAJ,0.5
1525,H13832302,H13832224,1,15/10/2022,15/11/2022,43,GENERATOR,LEK|NAJ,0.5
1526,H13832304,H13832224,1,15/10/2022,15/11/2022,12,MUDPUMP,LEK|ZSF,1.0
1527,H13832306,H13832224,1,15/10/2022,15/11/2022,13,DIESEL,NAJ|JSU|ZSF,2.0
1528,H13832308,H13832224,1,15/10/2022,15/11/2022,12,DIESEL,NAJ|ZSF|POW,1.5
1529,H13832310,H13832224,1,15/10/2022,15/11/2022,28,DRAWWORK,NAJ|ZSF|LEK,0.5
1530,H13832312,H13832224,1,15/10/2022,15/11/2022,12,DRILL,LEK|POW|ZSF,2.0
1531,H13832314,H13832224,1,15/10/2022,15/11/2022,31,DRILL,JSU|LEK|POW|NAJ,0.5
1532,H13832316,H13832224,1,15/10/2022,15/11/2022,41,DRAWWORK,JSU,1.0
1533,H13832318,H13832224,1,15/10/2022,15/11/2022,40,DIESEL,ZSF|POW,2.0
1534,H13832320,H13832224,1,15/10/2022,15/11/2022,32,DRAWWORK,JSU,2.0
1535,H13832322,H13832224,1,15/10/2022,15/11/2022,3,DRILL,LEK|JSU|POW|NAJ,0.5
1536,H13832324,H13832224,1,15/10/2022,15/11/2022,22,DIESEL,LEK,1.0
1537,H13832326,H13832224,1,15/10/2022,15/11/2022,8,DRILL,POW|ZSF|NAJ|LEK,1.0
1538,H13832328,H13832224,1,15/10/2022,15/11/2022,20,MUDPUMP,NAJ|POW|ZSF|JSU,0.5
1539,H13832330,H13832224,1,15/10/2022,15/11/2022,12,DRILL,JSU|ZSF|NAJ,1.0
1540,H13832332,H13832224,1,15/10/2022,15/11/2022,22,DIESEL,ZSF|JSU|POW,1.5
1541,H13832334,H13832224,1,15/10/2022,15/11/2022,12,DRAWWORK,LEK|JSU|ZSF|POW,0.5
1542,H13832336,H13832224,1,15/10/2022,15/11/2022,12,DRAWWORK,LEK,0.5
1543,H13832338,H13832224,1,15/10/2022,15/11/2022,63,DIESEL,ZSF|POW,1.5
1544,H13832340,H13832224,1,15/10/2022,15/11/2022,42,MUDPUMP,NAJ|ZSF|POW,1.0
1545,H13832342,H13832224,1,15/10/2022,15/11/2022,38,DIESEL,JSU|LEK|ZSF,0.5
1546,H13832344,H13832224,1,15/10/2022,15/11/2022,13,GENERATOR,POW|NAJ|LEK|ZSF,0.5
1547,H13832346,H13832224,1,15/10/2022,15/11/2022,33,GENERATOR,POW,1.0
1548,H13832348,H13832224,1,15/10/2022,15/11/2022,33,DIESEL,POW,2.0
1549,H13832350,H13832224,1,15/10/2022,15/11/2022,61,DRAWWORK,JSU,1.5
1550,H13832352,H13832224,1,15/10/2022,15/11/2022,53,MUDPUMP,ZSF|LEK|POW,0.5
1551,H13832354,H13832224,1,15/10/2022,15/11/2022,22,DRILL,LEK|NAJ|ZSF|JSU,2.0
1552,H13832356,H13832224,1,15/10/2022,15/11/2022,12,GENERATOR,ZSF|LEK|NAJ,1.0
1553,H13832358,H13832224,1,15/10/2022,15/11/2022,22,MUDPUMP,JSU|NAJ|POW,2.0
1554,H13832360,H13832224,1,15/10/2022,15/11/2022,21,DRAWWORK,LEK|NAJ|ZSF,1.5
1555,H13832362,H13832224,1,15/10/2022,15/11/2022,23,DIESEL,JSU,1.0
1556,H13832364,H13832224,1,15/10/2022,15/11/2022,23,DRILL,ZSF|LEK|JSU,1.0
1557,H13832366,H13832224,1,15/10/2022,15/11/2022,13,MUDPUMP,ZSF|POW|NAJ|LEK,1.5
1558,H13832368,H13832224,1,15/10/2022,15/11/2022,53,GENERATOR,NAJ|JSU,0.5
1559,H13832370,H13832224,1,15/10/2022,15/11/2022,39,DIESEL,JSU,0.5
1560,H13832372,H13832224,1,15/10/2022,15/11/2022,12,DRILL,POW,1.0
1561,H13832374,H13832224,1,15/10/2022,15/11/2022,19,DIESEL,ZSF|LEK|POW,1.0
1562,H13832376,H13832224,1,15/10/2022,15/11/2022,42,DRAWWORK,NAJ|POW,2.0
1563,H13832378,H13832224,1,15/10/2022,15/11/2022,22,GENERATOR,LEK|POW|NAJ|ZSF,1.5
1564,H13832380,H13832224,1,15/10/2022,15/11/2022,12,DIESEL,POW|ZSF,1.0
1565,H13832382,H13832224,1,15/10/2022,15/11/2022,42,DRILL,LEK|POW|JSU,1.0
1566,H13832384,H13832224,1,15/10/2022,15/11/2022,42,MUDPUMP,JSU|LEK|ZSF|NAJ,1.5
1567,H13832386,H13832224,1,15/10/2022,15/11/2022,11,DRAWWORK,POW|LEK|ZSF,0.5
1568,H13832388,H13832224,1,15/10/2022,15/11/2022,22,DRILL,LEK,0.5
1569,H13832390,H13832224,1,15/10/2022,15/11/2022,41,DRILL,ZSF|LEK,1.0
1570,H13832392,H13832224,1,15/10/2022,15/11/2022,42,DRAWWORK,LEK|JSU,0.5
1571,H13832394,H13832224,1,15/10/2022,15/11/2022,29,MUDPUMP,NAJ|ZSF|LEK,1.0
1572,H13832396,H13832224,1,15/10/2022,15/11/2022,10,DIESEL,ZSF,2.0
1573,H13832398,H13832224,1,15/10/2022,15/11/2022,12,DIESEL,POW,2.0
1574,H13832400,,1,15/10/2022,15/11/2022,39,GENERATOR,POW|JSU|LEK,0.5
1575,H13832402,H13832400,1,15/10/2022,15/11/2022,53,DRILL,JSU|NAJ,1.0
1576,H13832404,H13832400,1,15/10/2022,15/11/2022,43,DRAWWORK,ZSF|JSU|POW|LEK,1.0
1577,H13832406,H13832400,1,15/10/2022,15/11/2022,42,GENERATOR,NAJ|POW|LEK|ZSF,0.5
1578,H13832408,H13832400,1,15/10/2022,15/11/2022,22,MUDPUMP,POW|JSU|ZSF,1.0
1579,H13832410,H13832400,1,15/10/2022,15/11/2022,42,MUDPUMP,LEK|NAJ,1.5
1580,H13832412,H13832400,1,15/10/2022,15/11/2022,39,DRAWWORK,ZSF|NAJ,0.5
1581,H13832414,H13832400,1,15/10/2022,15/11/2022,21,DIESEL,POW,0.5
1582,H13832416,H13832400,1,15/10/2022,15/11/2022,10,DRAWWORK,LEK|NAJ|ZSF|JSU,1.5
1583,H13832418,H13832400,1,15/10/2022,15/11/2022,11,MUDPUMP,LEK,1.0
1584,H13832420,H13832400,1,15/10/2022,15/11/2022,42,DIESEL,JSU,0.5
1585,H13832422,H13832400,1,15/10/2022,15/11/2022,13,MUDPUMP,ZSF|POW|JSU|LEK,0.5
1586,H13832424,H13832400,1,15/10/2022,15/11/2022,41,MUDPUMP,LEK|ZSF|POW,1.0
1587,H13832426,H13832400,1,15/10/2022,15/11/2022,12,MUDPUMP,ZSF,2.0
1588,H13832428,H13832400,1,15/10/2022,15/11/2022,11,GENERATOR,JSU,1.5
1589,H13832430,H13832400,1,15/10/2022,15/11/2022,30,DRAWWORK,JSU,0.5
1590,H13832432,H13832400,1,15/10/2022,15/11/2022,43,GENERATOR,LEK,2.0
1591,H13832434,H13832400,1,15/10/2022,15/11/2022,12,DRILL,JSU|NAJ|POW,0.5
1592,H13832436,,1,15/10/2022,15/11/2022,21,DRILL,NAJ|ZSF,1.0
1593,H13832438,H13832436,1,15/10/2022,15/11/2022,12,DIESEL,JSU|NAJ|POW,2.0
1594,H13832440,H13832436,1,15/10/2022,15/11/2022,48,GENERATOR,NAJ|LEK|POW|JSU,2.0
1595,H13832442,H13832436,1,15/10/2022,15/11/2022,32,DRAWWORK,NAJ|LEK|ZSF|JSU,0.5
1596,H13832444,H13832436,1,15/10/2022,15/11/2022,12,GENERATOR,NAJ|POW|JSU|ZSF,1.0
1597,H13832446,H13832436,1,15/10/2022,15/11/2022,13,DRILL,ZSF|JSU|LEK|NAJ,1.0
1598,H13832448,H13832436,1,15/10/2022,15/11/2022,22,DRAWWORK,NAJ|JSU|ZSF,1.0
1599,H13832450,H13832436,1,15/10/2022,15/11/2022,58,GENERATOR,NAJ|ZSF,2.0
1600,H13832452,H13832436,1,15/10/2022,15/11/2022,11,DIESEL,LEK|JSU,1.5
1601,H13832454,,1,1/11/2022,30/11/2022,12,DIESEL,ZSF|NAJ|POW|LEK,1.0
1602,H13832459,H13832454,1,1/11/2022,30/11/2022,11,DRILL,JSU|NAJ,1.0
1603,H13832464,H13832454,1,1/11/2022,30/11/2022,11,MUDPUMP,POW|JSU,1.5
1604,H13832469,H13832454,1,1/11/2022,30/11/2022,21,GENERATOR,LEK|NAJ,0.5
1605,H13832474,H13832454,1,1/11/2022,30/11/2022,23,DRILL,JSU|POW|LEK,0.5
1606,H13832479,H13832454,1,1/11/2022,30/11/2022,10,GENERATOR,NAJ|LEK,1.0
1607,H13832484,H13832454,1,1/11/2022,30/11/2022,21,DRILL,LEK|NAJ,0.5
1608,H13832489,H13832454,1,1/11/2022,30/11/2022,20,DRILL,ZSF|POW|JSU,1.0
1609,H13832494,H13832454,1,1/11/2022,30/11/2022,9,DRILL,POW|LEK,2.0
1610,H13832499,H13832454,1,1/11/2022,30/11/2022,38,DRILL,POW|JSU,2.0
1611,H13832506,,1,1/11/2022,30/11/2022,32,DRAWWORK,JSU|LEK|ZSF,0.5
1612,H13832508,H13832506,1,1/11/2022,30/11/2022,38,DRILL,LEK|ZSF,1.0
1613,H13832510,H13832506,1,1/11/2022,30/11/2022,12,DRAWWORK,JSU|POW|LEK,1.0
1614,H13832512,H13832506,1,1/11/2022,30/11/2022,12,DRILL,LEK,0.5
1615,H13833907,,1,1/11/2022,30/11/2022,61,GENERATOR,LEK|NAJ|JSU,1.0
1616,H13833909,H13833907,1,1/11/2022,30/11/2022,29,DIESEL,ZSF|NAJ,1.5
1617,H13833911,H13833907,1,1/11/2022,30/11/2022,32,DIESEL,NAJ|LEK,0.5
1618,H13833913,,1,1/11/2022,30/11/2022,13,MUDPUMP,POW,0.5
1619,H13833915,H13833913,1,1/11/2022,30/11/2022,18,DRAWWORK,JSU|NAJ,1.5
1620,H13833917,H13833913,1,1/11/2022,30/11/2022,11,DRILL,NAJ|POW|LEK,1.0
1621,H13833919,H13833913,1,1/11/2022,30/11/2022,51,GENERATOR,LEK,0.5
1622,H13833921,H13833913,1,1/11/2022,30/11/2022,48,DRAWWORK,ZSF,0.5
1623,H13833923,H13833913,1,1/11/2022,30/11/2022,11,DIESEL,NAJ|ZSF,1.0
1624,H13833925,H13833913,1,1/11/2022,30/11/2022,32,MUDPUMP,POW|ZSF|JSU|LEK,2.0
1625,H13833927,H13833913,1,1/11/2022,30/11/2022,41,GENERATOR,LEK|NAJ|ZSF,1.5
1626,H13833929,H13833913,1,1/11/2022,30/11/2022,32,DIESEL,LEK|ZSF,0.5
1627,H13833931,H13833913,1,1/11/2022,30/11/2022,21,MUDPUMP,LEK|POW|ZSF,2.0
1628,H13833933,H13833913,1,1/11/2022,30/11/2022,29,MUDPUMP,POW|ZSF|LEK|JSU,0.5
1629,H13833935,H13833913,1,1/11/2022,30/11/2022,13,GENERATOR,LEK,1.0
1630,H13833937,H13833913,1,1/11/2022,30/11/2022,22,DIESEL,LEK,2.0
1631,H13833939,H13833913,1,1/11/2022,30/11/2022,21,DIESEL,POW|ZSF|NAJ,2.0
1632,H13833941,H13833913,1,1/11/2022,30/11/2022,12,MUDPUMP,LEK|JSU|ZSF,0.5
1633,H13833943,H13833913,1,1/11/2022,30/11/2022,23,MUDPUMP,POW,1.0
1634,H13833945,H13833913,1,1/11/2022,30/11/2022,10,DIESEL,ZSF,1.0
1635,H13833947,H13833913,1,1/11/2022,30/11/2022,13,MUDPUMP,POW|NAJ|JSU|LEK,0.5
1636,H13833949,H13833913,1,1/11/2022,30/11/2022,22,DRILL,JSU|ZSF|POW|LEK,1.0
1637,H13833951,H13833913,1,1/11/2022,30/11/2022,9,MUDPUMP,ZSF|NAJ,1.5
1638,H13833953,H13833913,1,1/11/2022,30/11/2022,12,MUDPUMP,JSU|LEK,0.5
1639,H13833955,H13833913,1,1/11/2022,30/11/2022,23,MUDPUMP,JSU|NAJ|POW|LEK,0.5
1640,H13833957,H13833913,1,1/11/2022,30/11/2022,9,MUDPUMP,LEK,1.5
1641,H13833959,H13833913,1,1/11/2022,30/11/2022,11,GENERATOR,POW|NAJ|JSU,1.0
1642,H13833961,H13833913,1,1/11/2022,30/11/2022,11,MUDPUMP,JSU|LEK|POW|NAJ,0.5
1643,H13833963,H13833913,1,1/11/2022,30/11/2022,13,DRILL,LEK|POW|NAJ|JSU,0.5
1644,H13833965,H13833913,1,1/11/2022,30/11/2022,12,DRAWWORK,POW|ZSF|JSU,1.0
1645,H13833967,H13833913,1,1/11/2022,30/11/2022,12,DRILL,ZSF,2.0
